id,url,reference,method,eval,EC,enzyme_name,reaction,description,K,K_prime,temperature,ionic_strength,p_h,p_mg
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry11,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DEN_1165,67ENG/DEN,spectrophotometry,B,4.2.1.3,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,14,310.15,,7.3,3.19
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry12,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DEN_1165,67ENG/DEN,spectrophotometry,B,4.2.1.3,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,15,310.15,,7.3,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry13,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DEN_1165,67ENG/DEN,spectrophotometry,B,4.2.1.3,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,19,310.15,,7.3,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry14,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DEN_1165,67ENG/DEN,spectrophotometry,B,4.2.1.3,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,28,310.15,,7.3,1.3
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry15,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DEN_1165,67ENG/DEN,spectrophotometry,B,4.2.1.3,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,7.5,310.15,,7.3,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry16,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DEN_1165,67ENG/DEN,spectrophotometry,B,4.2.1.3,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,17,310.15,,7.3,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry17,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67ENG/DEN_1165,67ENG/DEN,spectrophotometry,B,4.2.1.3,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,35,310.15,,7.3,2.51
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry18,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,203,303.15,,6.02,1.96
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry19,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,430,303.15,,6,2.6
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry20,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,300,303.15,,6.01,2.31
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry21,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,230,303.15,,5.94,2.66
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry22,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,277,303.15,,6.12,2.69
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry23,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,154,303.15,,6.04,0.92
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry24,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,205,303.15,,6.03,0.75
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry25,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,1310,303.15,,7,0.81
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry26,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,139,303.15,,5.99,0.83
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry27,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,88,303.15,,5.7,0.84
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry28,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,245,303.15,,6.03,2.12
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry29,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,193,303.15,,6,1.07
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry30,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,222,303.15,,6,0.98
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry31,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,249,303.15,,6.02,2.67
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry32,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,286,303.15,,6.34,0.82
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry33,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,172,303.15,,5.94,1
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry34,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,304,303.15,,6,2.4
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry35,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,123,303.15,,6.01,1.1
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry36,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,618,303.15,,6,2.6
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry37,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,186,303.15,,6.03,1.85
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry38,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,222,303.15,,5.94,2.66
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry39,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,222,303.15,,5.94,2.66
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry40,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,294,303.15,,6.07,2.67
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry41,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,540,303.15,,6.67,0.82
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry42,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,214,303.15,,6.03,0.75
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry43,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,184,303.15,,6.04,1.04
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry44,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,356,303.15,,6.08,2.31
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry45,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,303,303.15,,6.07,2.67
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry46,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,260,303.15,,6.03,0.93
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry47,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=57ROB/BOY_544,57ROB/BOY,radioactivity,A,2.7.1.1,hexokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,299,303.15,,6.07,2.67
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry48,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62ESP_704,62ESP,radioactivity and spectrophotometry,C,2.7.7.27,glucose-1-phosphate adenylyltransferase,kegg:C00002 + kegg:C00103 = kegg:C00498 + kegg:C00013,ATP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + pyrophosphate(aq),,1.1,310.15,,7.9,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry49,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53STE/COO_718,53STE/COO,spectrophotometric,C,2.8.3.5,3-oxoacid CoA-transferase,kegg:C00091 + kegg:C00164 = kegg:C00042 + kegg:C00332,succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq),,0.01,298.15,,8.1,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry50,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68SU/RUS_660,68SU/RUS,paper chromatography and spectrophotometry,B,2.7.4.3,adenylate kinase,2 kegg:C00206 = kegg:C00360 + kegg:C00131,2 dADP(aq) = dAMP(aq) + dATP(aq),,0.83,303.15,,7,2.09
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry51,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68SU/RUS_660,68SU/RUS,paper chromatography and spectrophotometry,B,2.7.4.3,adenylate kinase,2 kegg:C00206 = kegg:C00360 + kegg:C00131,2 dADP(aq) = dAMP(aq) + dATP(aq),,0.27,303.15,,7,1.19
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry52,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68SU/RUS_660,68SU/RUS,paper chromatography and spectrophotometry,B,2.7.4.3,adenylate kinase,2 kegg:C00206 = kegg:C00360 + kegg:C00131,2 dADP(aq) = dAMP(aq) + dATP(aq),,0.306,303.15,,7,1.49
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry53,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68SU/RUS_660,68SU/RUS,paper chromatography and spectrophotometry,B,2.7.4.3,adenylate kinase,2 kegg:C00206 = kegg:C00360 + kegg:C00131,2 dADP(aq) = dAMP(aq) + dATP(aq),,0.563,303.15,,7,1.8
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry54,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=74FER/STR_1112,74FER/STR,enzymatic assay and spectrophotometry,B,4.1.2.-,D-arabino-3-hexulose phosphate formaldehyde lyase,kegg:C06019 = kegg:C00199 + kegg:C00067,D-arabino-3-hexulose 6-phosphate(aq) = D-ribulose 5-phosphate(aq) + formaldehyde(aq),,4.00E-05,303.15,,7,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry55,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=80COO/BLA_286,80COO/BLA,spectrophotometry,B,1.4.1.3,glutamate dehydrogenase (NAD(P)+),kegg:C00025 + kegg:C00006 + kegg:C00001 = kegg:C00026 + kegg:C00005 + kegg:C00014,L-glutamate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + ammonia(aq),,1.40E-05,298.15,,8.5,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry56,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65DAW/DIC_103,65DAW/DIC,spectrophotometry,C,1.1.1.27,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),,0.0024,298.15,,9,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry57,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=64ROS/RAP_311,64ROS/RAP,spectrophotometry,C,1.6.4.2,glutathione reductase (NAD(P)H),2 kegg:C00051 + kegg:C00003 = kegg:C00127 + kegg:C00004,2 reduced glutathione(aq) + NAD(aq) =  oxidized glutathione(aq) + NADH(aq),,0.001,313.15,,7,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry58,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60FEI/NEU_1270,60FEI/NEU,electrophoresis and radioactivity,B,5.1.3.6,UDPglucuronate 4-epimerase,kegg:C00167 = kegg:C00617,UDP-D-glucuronate(aq) = UDP-D-galacturonate(aq),,1.1,310.15,,7.5,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry59,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52STA_394,52STA,spectrophotometry,C,2.3.1.8,phosphate acetyltransferase,kegg:C00024 + kegg:C00009 = kegg:C00010 + kegg:C00227,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),,0.017,301.15,,8.1,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry60,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51BLI_35,51BLI,spectrophotometry,C,1.1.1.1,alcohol dehydrogenase,kegg:C00473 + kegg:C00003 = kegg:C00376 + kegg:C00004,vitamin A alcohol(aq) + NAD(aq) = vitamin A aldehyde(aq) + NADH(aq),,0.033,310.15,,7,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry61,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51BLI_35,51BLI,spectrophotometry,C,1.1.1.1,alcohol dehydrogenase,kegg:C00473 + kegg:C00003 = kegg:C00376 + kegg:C00004,vitamin A alcohol(aq) + NAD(aq) = vitamin A aldehyde(aq) + NADH(aq),,0.33,310.15,,8,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry62,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=51BLI_35,51BLI,spectrophotometry,C,1.1.1.1,alcohol dehydrogenase,kegg:C00473 + kegg:C00003 = kegg:C00376 + kegg:C00004,vitamin A alcohol(aq) + NAD(aq) = vitamin A aldehyde(aq) + NADH(aq),,3.3,310.15,,9,
https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry63,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93LAR/TEW_759,93LAR/TEW,HPLC,A,3.1.3.1,alkaline phosphatase,kegg:C00020 + kegg:C00001 = kegg:C00212 + kegg:C00009,AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),,189,298.15,,8.86,4.5
